"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
55,229,"TLS","Timor-Leste",2,"Ainaro",7,"Hato Hudo",55,"Leolima","Suco","Community",NA,NA
56,229,"TLS","Timor-Leste",2,"Ainaro",8,"Maubisse",56,"Aitutu","Suco","Community",NA,"Aituto"
57,229,"TLS","Timor-Leste",2,"Ainaro",8,"Maubisse",57,"Edi","Suco","Community",NA,NA
58,229,"TLS","Timor-Leste",2,"Ainaro",8,"Maubisse",58,"Fatubesi","Suco","Community",NA,"Fatubesse"
59,229,"TLS","Timor-Leste",2,"Ainaro",8,"Maubisse",59,"Horaequic","Suco","Community",NA,"Horai Kiik"
60,229,"TLS","Timor-Leste",2,"Ainaro",8,"Maubisse",60,"Liurai","Suco","Community",NA,NA
61,229,"TLS","Timor-Leste",2,"Ainaro",8,"Maubisse",61,"Manelobas","Suco","Community",NA,"Maneloba"
62,229,"TLS","Timor-Leste",2,"Ainaro",8,"Maubisse",62,"Manetu","Suco","Community",NA,NA
63,229,"TLS","Timor-Leste",2,"Ainaro",8,"Maubisse",63,"Maubisse","Suco","Community",NA,NA
64,229,"TLS","Timor-Leste",2,"Ainaro",8,"Maubisse",64,"Maulau","Suco","Community",NA,NA
65,229,"TLS","Timor-Leste",3,"Ambeno",9,"Nitibe",65,"Banafi","Suco","Community",NA,NA
66,229,"TLS","Timor-Leste",3,"Ambeno",9,"Nitibe",66,"Bene-Ufe","Suco","Community",NA,"Bene Ufe"
67,229,"TLS","Timor-Leste",3,"Ambeno",9,"Nitibe",67,"Hau Ufe","Suco","Community",NA,"Lela-Ufe"
68,229,"TLS","Timor-Leste",3,"Ambeno",9,"Nitibe",68,"Lela Ufe","Suco","Community",NA,"Lela-Ufe"
69,229,"TLS","Timor-Leste",3,"Ambeno",9,"Nitibe",69,"Suni-Ufe","Suco","Community",NA,"Suni Ufe"
70,229,"TLS","Timor-Leste",3,"Ambeno",9,"Nitibe",70,"Ussitaco","Suco","Community",NA,"Use Taku"
71,229,"TLS","Timor-Leste",3,"Ambeno",10,"Oe Silo",71,"Bobomanat","Suco","Community",NA,"Bobometo"
72,229,"TLS","Timor-Leste",3,"Ambeno",10,"Oe Silo",72,"Bobometo","Suco","Community",NA,NA
73,229,"TLS","Timor-Leste",3,"Ambeno",10,"Oe Silo",73,"Usi Taqueno","Suco","Community",NA,"Usi Takeno"
74,229,"TLS","Timor-Leste",3,"Ambeno",10,"Oe Silo",74,"Ussitasae","Suco","Community",NA,"Usi Tasae"
75,229,"TLS","Timor-Leste",3,"Ambeno",11,"Pante Macassar",75,"Bobocasa","Suco","Community",NA,"Bobocasse"
76,229,"TLS","Timor-Leste",3,"Ambeno",11,"Pante Macassar",76,"Costa","Suco","Community",NA,NA
77,229,"TLS","Timor-Leste",3,"Ambeno",11,"Pante Macassar",77,"Cunha","Suco","Community",NA,NA
78,229,"TLS","Timor-Leste",3,"Ambeno",11,"Pante Macassar",78,"Kuetete","Suco","Community",NA,"Costa"
79,229,"TLS","Timor-Leste",3,"Ambeno",11,"Pante Macassar",79,"Lalisuk","Suco","Community",NA,NA
80,229,"TLS","Timor-Leste",3,"Ambeno",11,"Pante Macassar",80,"Lifau","Suco","Community",NA,NA
81,229,"TLS","Timor-Leste",3,"Ambeno",11,"Pante Macassar",81,"Monemeco","Suco","Community",NA,"Costa"
82,229,"TLS","Timor-Leste",3,"Ambeno",11,"Pante Macassar",82,"Naimeco","Suco","Community",NA,"Nai Meco"
83,229,"TLS","Timor-Leste",3,"Ambeno",11,"Pante Macassar",83,"Nipane","Suco","Community",NA,NA
84,229,"TLS","Timor-Leste",3,"Ambeno",11,"Pante Macassar",84,"Taiboco II","Suco","Community",NA,"Taiboco"
85,229,"TLS","Timor-Leste",3,"Ambeno",11,"Pante Macassar",85,"Taiboco I","Suco","Community",NA,"Taiboco"
86,229,"TLS","Timor-Leste",3,"Ambeno",11,"Pante Macassar",86,"Tibal Pah","Suco","Community",NA,"Costa"
87,229,"TLS","Timor-Leste",3,"Ambeno",12,"Passabe",87,"Abani","Suco","Community",NA,NA
88,229,"TLS","Timor-Leste",3,"Ambeno",12,"Passabe",88,"Haemnanu","Suco","Community",NA,"Abani"
89,229,"TLS","Timor-Leste",3,"Ambeno",12,"Passabe",89,"Malelat","Suco","Community",NA,NA
90,229,"TLS","Timor-Leste",4,"Baucau",13,"Baguia",90,"Afaloicai","Suco","Community",NA,"Afaloikai"
91,229,"TLS","Timor-Leste",4,"Baucau",13,"Baguia",91,"Alaua Atas","Suco","Community",NA,"Alawa Leten"
92,229,"TLS","Timor-Leste",4,"Baucau",13,"Baguia",92,"Alawa Afaguia","Suco","Community",NA,"Alaua Bawah"
93,229,"TLS","Timor-Leste",4,"Baucau",13,"Baguia",93,"Alawa Craic I","Suco","Community",NA,"Alaua Bawah"
94,229,"TLS","Timor-Leste",4,"Baucau",13,"Baguia",94,"Devauasi","Suco","Community",NA,"Defa Uassi"
95,229,"TLS","Timor-Leste",4,"Baucau",13,"Baguia",95,"Haeconi","Suco","Community",NA,NA
96,229,"TLS","Timor-Leste",4,"Baucau",13,"Baguia",96,"Larisula","Suco","Community",NA,"Lari Sula"
97,229,"TLS","Timor-Leste",4,"Baucau",13,"Baguia",97,"Lavateri","Suco","Community",NA,"Lava Teri"
98,229,"TLS","Timor-Leste",4,"Baucau",13,"Baguia",98,"Ossuhuna","Suco","Community",NA,"Osso Huna"
99,229,"TLS","Timor-Leste",4,"Baucau",13,"Baguia",99,"Samalari","Suco","Community",NA,NA
100,229,"TLS","Timor-Leste",4,"Baucau",13,"Baguia",100,"Uaikala","Suco","Community",NA,"Vakala"
101,229,"TLS","Timor-Leste",4,"Baucau",14,"Baucau",101,"Bahu","Suco","Community",NA,NA
102,229,"TLS","Timor-Leste",4,"Baucau",14,"Baucau",102,"Bucoli","Suco","Community",NA,NA
103,229,"TLS","Timor-Leste",4,"Baucau",14,"Baucau",103,"Buibau","Suco","Community",NA,NA
104,229,"TLS","Timor-Leste",4,"Baucau",14,"Baucau",104,"Buruma","Suco","Community",NA,NA
105,229,"TLS","Timor-Leste",4,"Baucau",14,"Baucau",105,"Caibada Macasae","Suco","Community",NA,"Caibada"
106,229,"TLS","Timor-Leste",4,"Baucau",14,"Baucau",106,"Caibada Uaimua","Suco","Community",NA,"Caibada"
107,229,"TLS","Timor-Leste",4,"Baucau",14,"Baucau",107,"Caicido","Suco","Community",NA,NA
108,229,"TLS","Timor-Leste",4,"Baucau",14,"Baucau",108,"Gariuai","Suco","Community",NA,NA
109,229,"TLS","Timor-Leste",4,"Baucau",14,"Baucau",109,"Samalari","Suco","Community",NA,NA
110,229,"TLS","Timor-Leste",4,"Baucau",14,"Baucau",110,"Seixal","Suco","Community",NA,"Ceisal"
111,229,"TLS","Timor-Leste",4,"Baucau",14,"Baucau",111,"Tirilolo","Suco","Community",NA,"Tiri Lolo"
112,229,"TLS","Timor-Leste",4,"Baucau",14,"Baucau",112,"Triloka","Suco","Community",NA,NA
113,229,"TLS","Timor-Leste",4,"Baucau",14,"Baucau",113,"Uailili","Suco","Community",NA,"Wailili"
114,229,"TLS","Timor-Leste",4,"Baucau",15,"Laga",114,"Atelari","Suco","Community",NA,NA
115,229,"TLS","Timor-Leste",4,"Baucau",15,"Laga",115,"Libagua","Suco","Community",NA,"Liba Gua"
116,229,"TLS","Timor-Leste",4,"Baucau",15,"Laga",116,"Mulia","Suco","Community",NA,"Teqinomata"
117,229,"TLS","Timor-Leste",4,"Baucau",15,"Laga",117,"Nunira","Suco","Community",NA,NA
118,229,"TLS","Timor-Leste",4,"Baucau",15,"Laga",118,"Saelari","Suco","Community",NA,NA
119,229,"TLS","Timor-Leste",4,"Baucau",15,"Laga",119,"Sagadate","Suco","Community",NA,"Saga Date"
120,229,"TLS","Timor-Leste",4,"Baucau",15,"Laga",120,"Samalari","Suco","Community",NA,NA
121,229,"TLS","Timor-Leste",4,"Baucau",15,"Laga",121,"Soba","Suco","Community",NA,NA
122,229,"TLS","Timor-Leste",4,"Baucau",15,"Laga",122,"Tekinomata","Suco","Community",NA,"Teqinomata"
123,229,"TLS","Timor-Leste",4,"Baucau",16,"Quelicai",123,"Abo","Suco","Community",NA,NA
124,229,"TLS","Timor-Leste",4,"Baucau",16,"Quelicai",124,"Afaca","Suco","Community",NA,"Afasa"
125,229,"TLS","Timor-Leste",4,"Baucau",16,"Quelicai",125,"Baguia","Suco","Community",NA,NA
126,229,"TLS","Timor-Leste",4,"Baucau",16,"Quelicai",126,"Bualale","Suco","Community",NA,NA
127,229,"TLS","Timor-Leste",4,"Baucau",16,"Quelicai",127,"Guruça","Suco","Community",NA,NA
128,229,"TLS","Timor-Leste",4,"Baucau",16,"Quelicai",128,"Laculiu","Suco","Community",NA,"Laco Liu"
129,229,"TLS","Timor-Leste",4,"Baucau",16,"Quelicai",129,"Laisorolai Atas","Suco","Community",NA,"Laisorulai Decima"
130,229,"TLS","Timor-Leste",4,"Baucau",16,"Quelicai",130,"Laisorolai Bawah","Suco","Community",NA,"Laisorulai Debaixo"
131,229,"TLS","Timor-Leste",4,"Baucau",16,"Quelicai",131,"Lelalai","Suco","Community",NA,NA
132,229,"TLS","Timor-Leste",4,"Baucau",16,"Quelicai",132,"Letemumu","Suco","Community",NA,"Lete Mumo"
133,229,"TLS","Timor-Leste",4,"Baucau",16,"Quelicai",133,"Makalako","Suco","Community",NA,"Macalaco"
134,229,"TLS","Timor-Leste",4,"Baucau",16,"Quelicai",134,"Maluro","Suco","Community",NA,NA
135,229,"TLS","Timor-Leste",4,"Baucau",16,"Quelicai",135,"Namanai","Suco","Community",NA,"Namanei"
136,229,"TLS","Timor-Leste",4,"Baucau",16,"Quelicai",136,"Uaitame","Suco","Community",NA,NA
137,229,"TLS","Timor-Leste",4,"Baucau",17,"Vemasse",137,"Caicua","Suco","Community",NA,"Cai Cua"
138,229,"TLS","Timor-Leste",4,"Baucau",17,"Vemasse",138,"Loilubo","Suco","Community",NA,"Loi Lobo"
139,229,"TLS","Timor-Leste",4,"Baucau",17,"Vemasse",139,"Ossoala","Suco","Community",NA,"Osso Ala"
140,229,"TLS","Timor-Leste",4,"Baucau",17,"Vemasse",140,"Ostico","Suco","Community",NA,NA
141,229,"TLS","Timor-Leste",4,"Baucau",17,"Vemasse",141,"Uai-Gae","Suco","Community",NA,"Uai Gae"
142,229,"TLS","Timor-Leste",4,"Baucau",17,"Vemasse",142,"Uatolari","Suco","Community",NA,"Uatu Lari"
143,229,"TLS","Timor-Leste",4,"Baucau",17,"Vemasse",143,"Vemasse","Suco","Community",NA,NA
144,229,"TLS","Timor-Leste",4,"Baucau",18,"Venilale",144,"Badoho","Suco","Community",NA,"Bado Hoo"
145,229,"TLS","Timor-Leste",4,"Baucau",18,"Venilale",145,"Bahamori","Suco","Community",NA,"Baha Mori"
146,229,"TLS","Timor-Leste",4,"Baucau",18,"Venilale",146,"Uai Oli","Suco","Community",NA,NA
147,229,"TLS","Timor-Leste",4,"Baucau",18,"Venilale",147,"Uailaho","Suco","Community",NA,"Uai Laha"
148,229,"TLS","Timor-Leste",4,"Baucau",18,"Venilale",148,"Uatohaco","Suco","Community",NA,"Uato Haco"
149,229,"TLS","Timor-Leste",4,"Baucau",18,"Venilale",149,"Uatolia","Suco","Community",NA,"Fatulia"
150,229,"TLS","Timor-Leste",4,"Baucau",18,"Venilale",150,"Uma Ana Ico","Suco","Community",NA,NA
151,229,"TLS","Timor-Leste",4,"Baucau",18,"Venilale",151,"Uma Ana Ulu","Suco","Community",NA,"Uma Ana Ulo"
152,229,"TLS","Timor-Leste",5,"Bobonaro",19,"Atabai",152,"Aidaba-Leten","Suco","Community",NA,"Aidabalete"
153,229,"TLS","Timor-Leste",5,"Bobonaro",19,"Atabai",153,"Atabae","Suco","Community",NA,"Atabai"
154,229,"TLS","Timor-Leste",5,"Bobonaro",19,"Atabai",154,"Hataz","Suco","Community",NA,NA
155,229,"TLS","Timor-Leste",5,"Bobonaro",19,"Atabai",155,"Rairobo","Suco","Community",NA,NA
156,229,"TLS","Timor-Leste",5,"Bobonaro",20,"Balibó",156,"Atara, Balibo","Suco","Community",NA,"Balibo"
157,229,"TLS","Timor-Leste",5,"Bobonaro",20,"Balibó",157,"Batugade","Suco","Community",NA,NA
158,229,"TLS","Timor-Leste",5,"Bobonaro",20,"Balibó",158,"Cová","Suco","Community",NA,"Kowa"
159,229,"TLS","Timor-Leste",5,"Bobonaro",20,"Balibó",159,"Leohitu","Suco","Community",NA,NA
160,229,"TLS","Timor-Leste",5,"Bobonaro",20,"Balibó",160,"Leolima","Suco","Community",NA,NA
161,229,"TLS","Timor-Leste",5,"Bobonaro",20,"Balibó",161,"Sanirin","Suco","Community",NA,"Banirin"
162,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",162,"Aiaca","Suco","Community",NA,"Ai Assa"
163,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",163,"Atuaben","Suco","Community",NA,NA
164,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",164,"Bobonaro","Suco","Community",NA,NA
165,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",165,"Carabau","Suco","Community",NA,NA
166,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",166,"Colimau","Suco","Community",NA,NA
167,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",167,"Cotabot","Suco","Community",NA,"Kota Bo'ot"
168,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",168,"Ilatlaun","Suco","Community",NA,"Ilat Laun"
169,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",169,"Leber","Suco","Community",NA,NA
170,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",170,"Lourba","Suco","Community",NA,NA
171,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",171,"Lour","Suco","Community",NA,NA
172,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",172,"Malilait","Suco","Community",NA,NA
173,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",173,"Maliubu","Suco","Community",NA,NA
174,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",174,"Molop","Suco","Community",NA,NA
175,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",175,"Oeleu","Suco","Community",NA,NA
176,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",176,"Sibuni","Suco","Community",NA,NA
177,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",177,"Soileso","Suco","Community",NA,"Soileco"
178,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",178,"Tapo","Suco","Community",NA,NA
179,229,"TLS","Timor-Leste",5,"Bobonaro",21,"Bobonaro",179,"Tebabui","Suco","Community",NA,"Teba Bui"
180,229,"TLS","Timor-Leste",5,"Bobonaro",22,"Cailaco",180,"Atudara","Suco","Community",NA,"Atu Dara"
181,229,"TLS","Timor-Leste",5,"Bobonaro",22,"Cailaco",181,"Daudo","Suco","Community",NA,NA
182,229,"TLS","Timor-Leste",5,"Bobonaro",22,"Cailaco",182,"Genulai","Suco","Community",NA,NA
183,229,"TLS","Timor-Leste",5,"Bobonaro",22,"Cailaco",183,"Goulolo","Suco","Community",NA,NA
184,229,"TLS","Timor-Leste",5,"Bobonaro",22,"Cailaco",184,"Manapa","Suco","Community",NA,NA
185,229,"TLS","Timor-Leste",5,"Bobonaro",22,"Cailaco",185,"Meligo","Suco","Community",NA,NA
186,229,"TLS","Timor-Leste",5,"Bobonaro",22,"Cailaco",186,"Purugoa","Suco","Community",NA,NA
187,229,"TLS","Timor-Leste",5,"Bobonaro",22,"Cailaco",187,"Raiheu","Suco","Community",NA,"Raeheu"
188,229,"TLS","Timor-Leste",5,"Bobonaro",23,"Lolotoi",188,"Deudet","Suco","Community",NA,NA
189,229,"TLS","Timor-Leste",5,"Bobonaro",23,"Lolotoi",189,"Gildapil","Suco","Community",NA,NA
190,229,"TLS","Timor-Leste",5,"Bobonaro",23,"Lolotoi",190,"Guda","Suco","Community",NA,NA
191,229,"TLS","Timor-Leste",5,"Bobonaro",23,"Lolotoi",191,"Lebos","Suco","Community",NA,NA
192,229,"TLS","Timor-Leste",5,"Bobonaro",23,"Lolotoi",192,"Lontas","Suco","Community",NA,NA
193,229,"TLS","Timor-Leste",5,"Bobonaro",23,"Lolotoi",193,"Lupal","Suco","Community",NA,NA
194,229,"TLS","Timor-Leste",5,"Bobonaro",23,"Lolotoi",194,"O.P.A.","Suco","Community",NA,"Opa"
195,229,"TLS","Timor-Leste",5,"Bobonaro",24,"Maliana",195,"Holsa","Suco","Community",NA,NA
196,229,"TLS","Timor-Leste",5,"Bobonaro",24,"Maliana",196,"Lahomea","Suco","Community",NA,NA
197,229,"TLS","Timor-Leste",5,"Bobonaro",24,"Maliana",197,"Odomau","Suco","Community",NA,NA
198,229,"TLS","Timor-Leste",5,"Bobonaro",24,"Maliana",198,"Raifun","Suco","Community",NA,NA
199,229,"TLS","Timor-Leste",5,"Bobonaro",24,"Maliana",199,"Ritabou","Suco","Community",NA,NA
200,229,"TLS","Timor-Leste",5,"Bobonaro",24,"Maliana",200,"Saburai","Suco","Community",NA,NA
201,229,"TLS","Timor-Leste",5,"Bobonaro",24,"Maliana",201,"Tapo","Suco","Community",NA,"Tapo Memo"
202,229,"TLS","Timor-Leste",6,"Covalima",25,"Fatu Fulic",202,"Fato Loro","Suco","Community",NA,"Taroman"
203,229,"TLS","Timor-Leste",6,"Covalima",25,"Fatu Fulic",203,"Fatululik","Suco","Community",NA,"Fato Lulik"
204,229,"TLS","Timor-Leste",6,"Covalima",25,"Fatu Fulic",204,"Taroman","Suco","Community",NA,NA
205,229,"TLS","Timor-Leste",6,"Covalima",26,"Fatu Mean",205,"Belulik Craic","Suco","Community",NA,"Belulik-Leten"
206,229,"TLS","Timor-Leste",6,"Covalima",26,"Fatu Mean",206,"Belulik Leten","Suco","Community",NA,"Belulik-Leten"
207,229,"TLS","Timor-Leste",6,"Covalima",26,"Fatu Mean",207,"Dakolo","Suco","Community",NA,"Dakolok"
208,229,"TLS","Timor-Leste",6,"Covalima",26,"Fatu Mean",208,"Fatumean","Suco","Community",NA,NA
209,229,"TLS","Timor-Leste",6,"Covalima",27,"Fohorem",209,"Dato-Rua","Suco","Community",NA,"Datorua"
210,229,"TLS","Timor-Leste",6,"Covalima",27,"Fohorem",210,"Dato-Tolu","Suco","Community",NA,"Dato Tolu"
211,229,"TLS","Timor-Leste",6,"Covalima",27,"Fohorem",211,"Fohorem","Suco","Community",NA,NA
212,229,"TLS","Timor-Leste",6,"Covalima",27,"Fohorem",212,"Laktos","Suco","Community",NA,"Lactos"
213,229,"TLS","Timor-Leste",6,"Covalima",28,"Mape",213,"Beko Ii","Suco","Community",NA,"Beco Ii"
214,229,"TLS","Timor-Leste",6,"Covalima",28,"Mape",214,"Fatuleto","Suco","Community",NA,"Fatoleto"
215,229,"TLS","Timor-Leste",6,"Covalima",28,"Mape",215,"Lepo","Suco","Community",NA,NA
216,229,"TLS","Timor-Leste",6,"Covalima",28,"Mape",216,"Lour","Suco","Community",NA,"Loore"
217,229,"TLS","Timor-Leste",6,"Covalima",28,"Mape",217,"Mape","Suco","Community",NA,NA
218,229,"TLS","Timor-Leste",6,"Covalima",28,"Mape",218,"Quimaque","Suco","Community",NA,"Zulo"
219,229,"TLS","Timor-Leste",6,"Covalima",28,"Mape",219,"Raimea","Suco","Community",NA,NA
220,229,"TLS","Timor-Leste",6,"Covalima",28,"Mape",220,"Usekai","Suco","Community",NA,"Ueacai"
221,229,"TLS","Timor-Leste",6,"Covalima",28,"Mape",221,"Zulo","Suco","Community",NA,NA
222,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",222,"Belekasac","Suco","Community",NA,"Belakasak"
223,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",223,"Camanasa","Suco","Community",NA,"Kamenasa"
224,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",224,"Dais","Suco","Community",NA,"Matai"
225,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",225,"Debos","Suco","Community",NA,NA
226,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",226,"Holbelis","Suco","Community",NA,"Labarai"
227,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",227,"Holpilat","Suco","Community",NA,NA
228,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",228,"Ila","Suco","Community",NA,"Matai"
229,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",229,"Kuluwan","Suco","Community",NA,"Beco"
230,229,"TLS","Timor-Leste",6,"Covalima",29,"Suai Kota",230,"Labarai","Suco","Community",NA,NA
